instant coffee,whole milk,berries,canned beer,dish cleaner,frozen potato products,,,,,,,,,,,,,,,,,,,,
yogurt,sugar,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sausage,pastry,spices,bottled water,soda,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,hamburger meat,butter milk,coffee,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,shopping bags,brown bread,semi-finished bread,other vegetables,canned beer,pastry,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,
hamburger meat,zwieback,whole milk,fruit/vegetable juice,sliced cheese,citrus fruit,chewing gum,,,,,,,,,,,,,,,,,,,
domestic eggs,tropical fruit,whole milk,pastry,condensed milk,specialty chocolate,,,,,,,,,,,,,,,,,,,,
newspapers,frankfurter,bottled beer,onions,pip fruit,tropical fruit,yogurt,butter,canned beer,specialty bar,detergent,,,,,,,,,,,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,baking powder,pickled vegetables,newspapers,brown bread,Instant food products,,,,,,,,,,,,,,,
sausage,cake bar,specialty chocolate,other vegetables,butter milk,soft cheese,,,,,,,,,,,,,,,,,,,,
sausage,butter,beverages,soda,onions,other vegetables,shopping bags,napkins,chocolate,,,,,,,,,,,,,,,,,
chicken,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
berries,rolls/buns,whipped/sour cream,tropical fruit,detergent,UHT-milk,dessert,bottled beer,butter milk,misc. beverages,newspapers,,,,,,,,,,,,,,,
pork,whole milk,tropical fruit,herbs,cream cheese ,flour,yogurt,dog food,,,,,,,,,,,,,,,,,,
turkey,whole milk,other vegetables,cream cheese ,bottled water,butter,margarine,brown bread,,,,,,,,,,,,,,,,,,
meat,other vegetables,dessert,rolls/buns,tropical fruit,detergent,whole milk,bathroom cleaner,roll products ,,,,,,,,,,,,,,,,,
canned beer,pip fruit,yogurt,misc. beverages,coffee,bottled water,hamburger meat,curd cheese,other vegetables,pastry,oil,whole milk,sauces,newspapers,,,,,,,,,,,,
pork,frankfurter,berries,beef,pip fruit,ham,canned beer,specialty chocolate,shopping bags,newspapers,cream cheese ,hard cheese,soda,fruit/vegetable juice,margarine,,,,,,,,,,,
frankfurter,pork,root vegetables,whole milk,curd,,,,,,,,,,,,,,,,,,,,,
photo/film,whole milk,citrus fruit,canned beer,candy,whipped/sour cream,salty snack,,,,,,,,,,,,,,,,,,,
whole milk,pip fruit,rolls/buns,domestic eggs,chocolate marshmallow,newspapers,,,,,,,,,,,,,,,,,,,,
whole milk,specialty chocolate,ham,pastry,berries,root vegetables,brandy,yogurt,domestic eggs,pip fruit,dish cleaner,,,,,,,,,,,,,,,
newspapers,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
beef,fruit/vegetable juice,bottled water,tidbits,semi-finished bread,packaged fruit/vegetables,cream cheese ,other vegetables,margarine,curd,,,,,,,,,,,,,,,,
canned beer,bottled water,butter,yogurt,newspapers,potato products,whipped/sour cream,sliced cheese,,,,,,,,,,,,,,,,,,
pastry,tropical fruit,seasonal products,salty snack,napkins,dessert,root vegetables,semi-finished bread,dishes,,,,,,,,,,,,,,,,,
frankfurter,pork,butter,other vegetables,long life bakery product,,,,,,,,,,,,,,,,,,,,,
chicken,canned vegetables,chocolate marshmallow,onions,pip fruit,whole milk,yogurt,oil,curd,detergent,,,,,,,,,,,,,,,,
sausage,ice cream,rolls/buns,hamburger meat,dessert,bottled water,,,,,,,,,,,,,,,,,,,,
curd,yogurt,cream cheese ,pot plants,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,
yogurt,sausage,cream cheese ,packaged fruit/vegetables,other vegetables,waffles,whole milk,rolls/buns,cat food,bottled beer,meat spreads,dental care,domestic eggs,sliced cheese,,,,,,,,,,,,
berries,onions,whole milk,sausage,tropical fruit,candy,beef,butter,root vegetables,,,,,,,,,,,,,,,,,
pip fruit,citrus fruit,white bread,herbs,,,,,,,,,,,,,,,,,,,,,,
turkey,canned beer,yogurt,onions,soda,fruit/vegetable juice,other vegetables,margarine,rolls/buns,,,,,,,,,,,,,,,,,
other vegetables,beef,specialty bar,butter,ham,,,,,,,,,,,,,,,,,,,,,
hamburger meat,beef,ham,butter milk,yogurt,napkins,pasta,seasonal products,fruit/vegetable juice,margarine,,,,,,,,,,,,,,,,
hygiene articles,bottled water,beef,butter,soda,grapes,other vegetables,condensed milk,ice cream,vinegar,coffee,whole milk,,,,,,,,,,,,,,
soda,pork,berries,other vegetables,tropical fruit,pip fruit,whole milk,yogurt,bottled water,,,,,,,,,,,,,,,,,
bottled water,root vegetables,misc. beverages,Instant food products,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
whole milk,sausage,whipped/sour cream,pastry,dental care,,,,,,,,,,,,,,,,,,,,,
bottled beer,chicken,hamburger meat,rolls/buns,red/blush wine,margarine,brown bread,,,,,,,,,,,,,,,,,,,
oil,pip fruit,frankfurter,fish,beef,ham,hamburger meat,frozen dessert,soda,artif. sweetener,other vegetables,whole milk,newspapers,grapes,rum,cream cheese ,meat spreads,hygiene articles,whipped/sour cream,,,,,,,
whole milk,chicken,canned beer,yogurt,red/blush wine,baking powder,curd,newspapers,,,,,,,,,,,,,,,,,,
pork,detergent,dessert,other vegetables,white wine,whipped/sour cream,pot plants,soda,whole milk,coffee,bottled water,sugar,domestic eggs,curd cheese,,,,,,,,,,,,
sausage,tropical fruit,pork,liquor (appetizer),curd,whole milk,root vegetables,whipped/sour cream,onions,condensed milk,,,,,,,,,,,,,,,,
whole milk,grapes,rolls/buns,tropical fruit,coffee,other vegetables,yogurt,margarine,baking powder,bottled water,condensed milk,pastry,,,,,,,,,,,,,,
tropical fruit,sausage,frankfurter,frozen fish,dog food,domestic eggs,sweet spreads,pastry,mustard,whipped/sour cream,soda,,,,,,,,,,,,,,,
ham,bottled water,pork,root vegetables,whipped/sour cream,specialty chocolate,candy,rolls/buns,yogurt,whole milk,chewing gum,domestic eggs,butter milk,coffee,,,,,,,,,,,,
berries,canned beer,dessert,pet care,frozen vegetables,whipped/sour cream,pip fruit,other vegetables,whole milk,rolls/buns,margarine,white bread,,,,,,,,,,,,,,
soda,nuts/prunes,whole milk,domestic eggs,chicken,sausage,pork,brown bread,root vegetables,bottled beer,yogurt,red/blush wine,bottled water,hygiene articles,newspapers,,,,,,,,,,,
citrus fruit,pip fruit,ice cream,root vegetables,tropical fruit,curd,specialty chocolate,popcorn,soda,white wine,frozen vegetables,canned beer,whipped/sour cream,bottled water,red/blush wine,rolls/buns,,,,,,,,,,
UHT-milk,frankfurter,tropical fruit,other vegetables,onions,margarine,rolls/buns,bottled beer,curd,root vegetables,coffee,,,,,,,,,,,,,,,
canned beer,frankfurter,chicken,root vegetables,fruit/vegetable juice,salty snack,flour,yogurt,house keeping products,bottled water,,,,,,,,,,,,,,,,
fruit/vegetable juice,citrus fruit,other vegetables,pastry,waffles,tropical fruit,yogurt,shopping bags,margarine,coffee,,,,,,,,,,,,,,,,
pastry,root vegetables,dishes,soda,yogurt,detergent,newspapers,,,,,,,,,,,,,,,,,,,
brown bread,pot plants,canned beer,organic sausage,citrus fruit,yogurt,liquor (appetizer),bottled beer,tropical fruit,shopping bags,candy,whole milk,liquor,fruit/vegetable juice,,,,,,,,,,,,
meat,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,beef,cream cheese ,citrus fruit,onions,frozen vegetables,soda,,,,,,,,,,,,,,,,,,
chicken,sausage,rolls/buns,whole milk,yogurt,pip fruit,roll products ,bottled water,softener,,,,,,,,,,,,,,,,,
whole milk,ice cream,liquor,yogurt,citrus fruit,shopping bags,UHT-milk,other vegetables,bottled water,whipped/sour cream,onions,female sanitary products,curd,,,,,,,,,,,,,
whole milk,tropical fruit,meat,dessert,UHT-milk,rolls/buns,chocolate,nut snack,bottled water,,,,,,,,,,,,,,,,,
frankfurter,hair spray,bottled water,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,
whole milk,frankfurter,chicken,fruit/vegetable juice,light bulbs,sausage,frozen vegetables,mustard,rolls/buns,soda,pastry,shopping bags,semi-finished bread,white wine,domestic eggs,cereals,,,,,,,,,,
whole milk,citrus fruit,pip fruit,other vegetables,yogurt,brown bread,rolls/buns,pastry,candy,pet care,,,,,,,,,,,,,,,,
berries,coffee,other vegetables,candy,hamburger meat,brown bread,rolls/buns,,,,,,,,,,,,,,,,,,,
butter,bottled beer,canned beer,whole milk,popcorn,herbs,margarine,mustard,domestic eggs,curd,,,,,,,,,,,,,,,,
whole milk,chicken,citrus fruit,cream cheese ,meat spreads,onions,cereals,margarine,root vegetables,pastry,yogurt,soda,waffles,chewing gum,shopping bags,napkins,,,,,,,,,,
beef,rolls/buns,tropical fruit,root vegetables,liquor,berries,semi-finished bread,soda,whipped/sour cream,condensed milk,canned beer,long life bakery product,yogurt,newspapers,soft cheese,,,,,,,,,,,
sausage,grapes,onions,UHT-milk,female sanitary products,root vegetables,rolls/buns,napkins,other vegetables,bags,,,,,,,,,,,,,,,,
yogurt,whole milk,other vegetables,shopping bags,frozen fish,margarine,Instant food products,newspapers,bottled water,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,seasonal products,canned beer,yogurt,semi-finished bread,soups,pastry,white wine,soda,whole milk,,,,,,,,,,,,,,,
meat,packaged fruit/vegetables,citrus fruit,canned beer,other vegetables,whole milk,pip fruit,specialty chocolate,dessert,brown bread,bottled water,specialty bar,coffee,,,,,,,,,,,,,
other vegetables,whole milk,spices,cream cheese ,,,,,,,,,,,,,,,,,,,,,,
pip fruit,sugar,root vegetables,frozen fish,frozen dessert,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,hamburger meat,salty snack,onions,pork,other vegetables,dessert,tea,root vegetables,soda,pastry,canned fish,napkins,domestic eggs,shopping bags,fruit/vegetable juice,zwieback,sugar,oil,frozen vegetables,curd,,,,
whole milk,pork,curd,beef,salty snack,other vegetables,light bulbs,yogurt,processed cheese,chocolate marshmallow,waffles,detergent,,,,,,,,,,,,,,
coffee,citrus fruit,rolls/buns,domestic eggs,soda,bottled water,,,,,,,,,,,,,,,,,,,,
curd,hygiene articles,brown bread,newspapers,whole milk,waffles,,,,,,,,,,,,,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,beverages,,,,,,,,,,,,,,,,,,,,,,,,
pastry,other vegetables,mustard,salt,,,,,,,,,,,,,,,,,,,,,,
root vegetables,finished products,berries,whole milk,waffles,bottled beer,,,,,,,,,,,,,,,,,,,,
misc. beverages,onions,rolls/buns,pastry,candy,shopping bags,,,,,,,,,,,,,,,,,,,,
pork,whole milk,sausage,roll products ,dessert,packaged fruit/vegetables,pastry,brown bread,root vegetables,rolls/buns,mayonnaise,bottled beer,,,,,,,,,,,,,,
citrus fruit,pip fruit,white wine,canned beer,whole milk,bottled beer,newspapers,flour,napkins,cat food,,,,,,,,,,,,,,,,
canned beer,meat,sausage,domestic eggs,whole milk,soda,butter milk,whipped/sour cream,UHT-milk,newspapers,beverages,,,,,,,,,,,,,,,
citrus fruit,fruit/vegetable juice,pip fruit,tropical fruit,other vegetables,pasta,dessert,ice cream,frozen fish,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,bottled beer,root vegetables,brown bread,pastry,cream cheese ,dessert,red/blush wine,baking powder,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,root vegetables,soda,sausage,hamburger meat,ham,white bread,whole milk,pasta,sugar,pip fruit,condensed milk,rolls/buns,bottled beer,chewing gum,,,,,,,,,,,
bottled water,other vegetables,pickled vegetables,house keeping products,sausage,rolls/buns,whole milk,root vegetables,hard cheese,liquor,meat,fruit/vegetable juice,long life bakery product,salty snack,UHT-milk,brown bread,cream cheese ,flour,chocolate,,,,,,,
root vegetables,white bread,beef,soda,mustard,pasta,frozen fish,domestic eggs,,,,,,,,,,,,,,,,,,
citrus fruit,sausage,soda,beef,tropical fruit,white bread,salty snack,herbs,pork,oil,curd,other vegetables,whole milk,softener,bottled water,Instant food products,,,,,,,,,,
salty snack,tropical fruit,packaged fruit/vegetables,cat food,bottled beer,rolls/buns,shopping bags,candles,whole milk,hygiene articles,chocolate,butter milk,potato products,,,,,,,,,,,,,
hamburger meat,salty snack,root vegetables,other vegetables,frozen meals,whole milk,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,hard cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,
bottled water,canned fish,other vegetables,tropical fruit,cat food,dishes,,,,,,,,,,,,,,,,,,,,
Instant food products,turkey,citrus fruit,spread cheese,bottled beer,chocolate,pip fruit,root vegetables,rolls/buns,specialty cheese,frozen vegetables,soda,dish cleaner,,,,,,,,,,,,,
meat,whole milk,tropical fruit,fruit/vegetable juice,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
red/blush wine,bottled beer,canned beer,curd cheese,yogurt,pip fruit,brown bread,whole milk,bottled water,mustard,napkins,margarine,,,,,,,,,,,,,,
frankfurter,specialty chocolate,tropical fruit,whole milk,other vegetables,root vegetables,dishes,liquor,soda,cat food,newspapers,sugar,bottled beer,rolls/buns,,,,,,,,,,,,
pastry,curd,soda,dessert,whole milk,prosecco,canned fish,,,,,,,,,,,,,,,,,,,
sausage,domestic eggs,tropical fruit,rolls/buns,beef,pip fruit,other vegetables,citrus fruit,roll products ,condensed milk,white wine,syrup,pot plants,brown bread,hard cheese,soda,newspapers,,,,,,,,,
citrus fruit,bottled water,bottled beer,canned beer,yogurt,other vegetables,rolls/buns,mustard,pastry,whole milk,butter,pasta,shopping bags,,,,,,,,,,,,,
frankfurter,condensed milk,detergent,pastry,fruit/vegetable juice,sauces,,,,,,,,,,,,,,,,,,,,
chicken,turkey,margarine,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
whole milk,frankfurter,root vegetables,rolls/buns,bottled water,canned beer,coffee,specialty chocolate,frozen vegetables,domestic eggs,soda,napkins,salty snack,,,,,,,,,,,,,
sausage,bottled water,soda,ice cream,chicken,curd,frozen meals,domestic eggs,rolls/buns,red/blush wine,onions,yogurt,instant coffee,fruit/vegetable juice,newspapers,,,,,,,,,,,
sausage,yogurt,pastry,whole milk,newspapers,chewing gum,butter milk,,,,,,,,,,,,,,,,,,,
dental care,tropical fruit,grapes,Instant food products,soda,whole milk,pastry,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,
yogurt,candy,hamburger meat,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,coffee,rolls/buns,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,,,,,,,,,,,,,,,,,,,,
semi-finished bread,other vegetables,whole milk,flour,rolls/buns,shopping bags,waffles,,,,,,,,,,,,,,,,,,,
frankfurter,bottled beer,whole milk,beef,grapes,canned beer,butter,fruit/vegetable juice,yogurt,semi-finished bread,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,margarine,berries,popcorn,root vegetables,soda,fruit/vegetable juice,pastry,yogurt,coffee,butter,brown bread,domestic eggs,baking powder,salty snack,bottled beer,chewing gum,white bread,,,,,,,
root vegetables,frankfurter,grapes,hamburger meat,brandy,cat food,pickled vegetables,other vegetables,pastry,,,,,,,,,,,,,,,,,
dessert,root vegetables,specialty chocolate,other vegetables,bottled beer,hamburger meat,whole milk,brown bread,canned beer,semi-finished bread,white bread,shopping bags,,,,,,,,,,,,,,
ice cream,detergent,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,
cleaner,pastry,citrus fruit,liver loaf,beef,whole milk,other vegetables,chewing gum,specialty bar,vinegar,sliced cheese,white bread,,,,,,,,,,,,,,
salty snack,sausage,other vegetables,bottled beer,processed cheese,root vegetables,whole milk,domestic eggs,fruit/vegetable juice,ice cream,dog food,shopping bags,salt,frozen potato products,,,,,,,,,,,,
yogurt,pastry,pip fruit,soda,beverages,semi-finished bread,rolls/buns,white bread,,,,,,,,,,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,,,,,,,,,,,,,,,,
dog food,sausage,whole milk,pip fruit,rolls/buns,berries,canned beer,whipped/sour cream,pork,bottled beer,specialty cheese,sliced cheese,canned vegetables,dessert,pastry,soda,onions,white bread,sugar,snack products,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,whole milk,snack products,long life bakery product,,,,,,,,,,,,,,,,,,,,
citrus fruit,frankfurter,pip fruit,whole milk,root vegetables,soda,chicken,specialty bar,canned beer,newspapers,fruit/vegetable juice,margarine,cake bar,flower (seeds),bottled water,shopping bags,domestic eggs,sugar,,,,,,,,
tropical fruit,other vegetables,pork,liver loaf,citrus fruit,whipped/sour cream,chicken,long life bakery product,margarine,white bread,spread cheese,cat food,,,,,,,,,,,,,,
yogurt,chewing gum,chicken,beverages,butter,root vegetables,UHT-milk,coffee,bottled water,whole milk,seasonal products,canned beer,sugar,oil,,,,,,,,,,,,
meat,bottled beer,ketchup,sauces,specialty chocolate,pastry,whole milk,shopping bags,,,,,,,,,,,,,,,,,,
bottled water,cleaner,root vegetables,photo/film,frozen vegetables,cream cheese ,pip fruit,chewing gum,bottled beer,whole milk,fruit/vegetable juice,hygiene articles,pastry,newspapers,,,,,,,,,,,,
bottled beer,salty snack,other vegetables,berries,root vegetables,cream cheese ,shopping bags,waffles,rolls/buns,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,other vegetables,flower (seeds),whipped/sour cream,whole milk,newspapers,,,,,,,,,,,,,,,,,,,
soda,butter,beef,chicken,sausage,pastry,coffee,cream,pet care,house keeping products,yogurt,detergent,long life bakery product,rolls/buns,newspapers,,,,,,,,,,,
beef,whole milk,yogurt,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,
soda,pip fruit,beef,root vegetables,candles,UHT-milk,margarine,specialty cheese,rolls/buns,curd,baking powder,,,,,,,,,,,,,,,
hamburger meat,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,flower (seeds),soda,curd,pip fruit,house keeping products,bottled beer,dessert,syrup,whipped/sour cream,rolls/buns,chewing gum,,,,,,,,,,,,,,
soda,yogurt,coffee,female sanitary products,citrus fruit,meat,other vegetables,pip fruit,rolls/buns,popcorn,long life bakery product,,,,,,,,,,,,,,,
spread cheese,whole milk,curd,pastry,shopping bags,rolls/buns,white bread,whipped/sour cream,,,,,,,,,,,,,,,,,,
beef,citrus fruit,herbs,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
chocolate,whipped/sour cream,frozen vegetables,whole milk,rolls/buns,mustard,domestic eggs,fruit/vegetable juice,margarine,root vegetables,oil,bottled beer,,,,,,,,,,,,,,
rolls/buns,sausage,frozen dessert,other vegetables,citrus fruit,curd,whole milk,pet care,red/blush wine,dessert,specialty chocolate,white bread,candy,pastry,,,,,,,,,,,,
pork,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,chocolate,liquor (appetizer),long life bakery product,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled beer,whipped/sour cream,pastry,napkins,newspapers,rolls/buns,margarine,detergent,curd cheese,whole milk,,,,,,,,,,,,,,,
other vegetables,chicken,yogurt,organic sausage,dessert,tropical fruit,whipped/sour cream,rolls/buns,butter,soft cheese,,,,,,,,,,,,,,,,
hamburger meat,pork,coffee,other vegetables,chicken,whole milk,rolls/buns,seasonal products,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,long life bakery product,other vegetables,yogurt,root vegetables,chewing gum,citrus fruit,cake bar,dog food,domestic eggs,rolls/buns,,,,,,,,,,,,,,
specialty bar,pork,canned beer,processed cheese,yogurt,specialty fat,rolls/buns,whole milk,mustard,long life bakery product,liquor (appetizer),oil,newspapers,popcorn,whipped/sour cream,misc. beverages,,,,,,,,,,
sausage,citrus fruit,butter milk,other vegetables,brown bread,pork,rolls/buns,whole milk,light bulbs,,,,,,,,,,,,,,,,,
frozen vegetables,pork,whole milk,bottled water,salt,sausage,other vegetables,root vegetables,cling film/bags,pastry,yogurt,liquor,soda,soft cheese,brown bread,curd,bottled beer,dishes,domestic eggs,rolls/buns,sweet spreads,,,,,
beef,ham,frankfurter,hamburger meat,soda,root vegetables,berries,specialty fat,dog food,dish cleaner,domestic eggs,,,,,,,,,,,,,,,
berries,rolls/buns,citrus fruit,long life bakery product,other vegetables,sliced cheese,butter milk,,,,,,,,,,,,,,,,,,,
yogurt,tropical fruit,pip fruit,canned beer,beef,rolls/buns,detergent,whole milk,bottled water,other vegetables,sliced cheese,soft cheese,chocolate,,,,,,,,,,,,,
sausage,whole milk,bottled water,pet care,hamburger meat,frozen meals,dish cleaner,shopping bags,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,cat food,beverages,sausage,rum,beef,chocolate,other vegetables,whipped/sour cream,flour,kitchen towels,,,,,,,,,,,,,,
citrus fruit,meat,liver loaf,root vegetables,sliced cheese,white bread,tropical fruit,whole milk,bottled water,soda,herbs,other vegetables,pastry,frozen meals,newspapers,onions,,,,,,,,,,
chicken,bottled beer,brown bread,rolls/buns,grapes,tropical fruit,pastry,processed cheese,,,,,,,,,,,,,,,,,,
pip fruit,hard cheese,bottled water,bottled beer,root vegetables,brown bread,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,chocolate,butter,domestic eggs,other vegetables,dessert,specialty bar,frozen meals,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,whipped/sour cream,coffee,long life bakery product,rolls/buns,yogurt,,,,,,,,,,,,,,,,,,,
whole milk,white bread,tropical fruit,sweet spreads,soda,other vegetables,pip fruit,shopping bags,cooking chocolate,bottled water,beverages,brown bread,mustard,,,,,,,,,,,,,
sausage,dishes,butter milk,soda,other vegetables,dessert,pastry,rolls/buns,,,,,,,,,,,,,,,,,,
pastry,sausage,seasonal products,grapes,root vegetables,white wine,brown bread,canned beer,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,salty snack,herbs,long life bakery product,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,Instant food products,root vegetables,liquor,pip fruit,canned beer,popcorn,processed cheese,long life bakery product,domestic eggs,,,,,,,,,,,,,,,
whole milk,chicken,pork,root vegetables,coffee,soda,cleaner,roll products ,packaged fruit/vegetables,,,,,,,,,,,,,,,,,
chocolate,whole milk,pip fruit,other vegetables,berries,sliced cheese,domestic eggs,rolls/buns,canned vegetables,fruit/vegetable juice,beverages,baking powder,pastry,oil,detergent,hygiene articles,napkins,,,,,,,,,
citrus fruit,grapes,beef,berries,rolls/buns,brown bread,whole milk,other vegetables,soda,bottled water,condensed milk,oil,curd,seasonal products,chocolate,waffles,nut snack,shopping bags,,,,,,,,
beef,frankfurter,tropical fruit,chicken,canned beer,pip fruit,brown bread,curd,frozen vegetables,napkins,newspapers,misc. beverages,skin care,,,,,,,,,,,,,
pork,pastry,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pastry,pip fruit,packaged fruit/vegetables,onions,cereals,hygiene articles,,,,,,,,,,,,,,,,,,
sausage,frankfurter,berries,napkins,,,,,,,,,,,,,,,,,,,,,,
yogurt,dessert,other vegetables,citrus fruit,pet care,rolls/buns,chicken,frozen dessert,whole milk,coffee,brown bread,soda,shopping bags,,,,,,,,,,,,,
soda,yogurt,popcorn,bottled water,pot plants,cat food,,,,,,,,,,,,,,,,,,,,
bottled water,coffee,yogurt,brown bread,whole milk,canned fruit,,,,,,,,,,,,,,,,,,,,
sausage,canned beer,napkins,pot plants,other vegetables,root vegetables,detergent,hard cheese,margarine,whipped/sour cream,chocolate,sugar,specialty cheese,hygiene articles,white wine,,,,,,,,,,,
tropical fruit,frozen fruits,oil,whole milk,other vegetables,pot plants,processed cheese,semi-finished bread,bottled beer,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,rolls/buns,yogurt,whole milk,tropical fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,
sausage,yogurt,soda,tropical fruit,whole milk,rolls/buns,specialty chocolate,root vegetables,,,,,,,,,,,,,,,,,,
soda,butter,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,frankfurter,pip fruit,sausage,berries,bottled water,UHT-milk,other vegetables,shopping bags,,,,,,,,,,,,,,,,,
yogurt,pet care,shopping bags,cake bar,,,,,,,,,,,,,,,,,,,,,,
soda,berries,pork,tropical fruit,shopping bags,whole milk,ham,root vegetables,sweet spreads,pastry,yogurt,candy,ice cream,domestic eggs,soups,white wine,rolls/buns,,,,,,,,,
turkey,bottled water,ham,frozen potato products,butter,shopping bags,newspapers,frozen dessert,dog food,,,,,,,,,,,,,,,,,
yogurt,root vegetables,shopping bags,ham,white wine,domestic eggs,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,frankfurter,beverages,tropical fruit,dishes,margarine,liquor,yogurt,shopping bags,brown bread,,,,,,,,,,,,,,,
processed cheese,whole milk,specialty bar,tropical fruit,oil,bottled water,,,,,,,,,,,,,,,,,,,,
ice cream,beef,grapes,sausage,UHT-milk,other vegetables,herbs,pastry,whole milk,dessert,yogurt,soft cheese,napkins,,,,,,,,,,,,,
soda,beef,frankfurter,yogurt,sausage,whole milk,salty snack,fruit/vegetable juice,chocolate,newspapers,frozen meals,hygiene articles,candy,,,,,,,,,,,,,
brown bread,canned beer,pastry,yogurt,domestic eggs,soda,butter,ice cream,newspapers,shopping bags,,,,,,,,,,,,,,,,
chicken,sausage,frozen vegetables,whole milk,root vegetables,soda,margarine,canned beer,whipped/sour cream,rolls/buns,brown bread,,,,,,,,,,,,,,,
bottled water,bottled beer,root vegetables,whole milk,other vegetables,tropical fruit,pip fruit,dessert,fruit/vegetable juice,napkins,rolls/buns,whisky,,,,,,,,,,,,,,
meat,soft cheese,whole milk,frozen meals,canned beer,domestic eggs,rolls/buns,pip fruit,other vegetables,red/blush wine,newspapers,whipped/sour cream,napkins,,,,,,,,,,,,,
curd cheese,whole milk,popcorn,butter milk,yogurt,soft cheese,newspapers,spices,soda,,,,,,,,,,,,,,,,,
rolls/buns,other vegetables,popcorn,root vegetables,butter milk,soda,flour,bottled water,whipped/sour cream,,,,,,,,,,,,,,,,,
canned beer,soda,sausage,berries,specialty bar,yogurt,newspapers,butter,root vegetables,other vegetables,bottled beer,roll products ,margarine,Instant food products,salty snack,frozen vegetables,coffee,,,,,,,,,
beef,ham,fish,sausage,citrus fruit,rolls/buns,whole milk,butter,cream cheese ,bottled beer,whipped/sour cream,newspapers,yogurt,,,,,,,,,,,,,
white bread,rolls/buns,semi-finished bread,pork,frankfurter,cream cheese ,nuts/prunes,dessert,yogurt,butter milk,margarine,,,,,,,,,,,,,,,
frankfurter,finished products,butter milk,citrus fruit,semi-finished bread,curd cheese,whipped/sour cream,dishes,,,,,,,,,,,,,,,,,,
bottled water,nut snack,napkins,shopping bags,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,pot plants,shopping bags,pasta,,,,,,,,,,,,,,,,,,,,,,
coffee,whole milk,berries,margarine,soda,napkins,domestic eggs,cat food,other vegetables,grapes,cream cheese ,UHT-milk,specialty chocolate,pastry,bottled water,meat spreads,pickled vegetables,,,,,,,,,
other vegetables,margarine,rolls/buns,citrus fruit,soda,frozen vegetables,red/blush wine,whole milk,,,,,,,,,,,,,,,,,,
bottled beer,frankfurter,soda,whole milk,chicken,beef,processed cheese,other vegetables,pip fruit,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,
